Title,Authors,Genres,Year,Pages,Publisher,Language,ISBN,ISBN13,URL
Hard Time,Cara McKenna,Erotic Fiction:Romance:Romance Books,30 Jun 2015,352,Little Brown Book Group,English,0349406197,0349406197,https://www.bookdepository.com/Hard-Time-Cara-McKenna/9780349406190?ref=grid-view,
Desire for Three [Desire Oklahoma 1],Leah Brooke,Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,30 Nov 2008,228,Siren Publishing,English,1606012398,1606012398,https://www.bookdepository.com/Desire-for-Three-Desire-Oklahoma-1-Leah-Brooke/9781606012390?ref=grid-view,
Angel's Tip,Alafair Burke,Contemporary Fiction:Crime:Crime Fiction,19 Jun 2012,353,Harper Paperbacks,English,0062114239,0062114239,https://www.bookdepository.com/Angels-Tip-Alafair-Burke/9780062114235?ref=grid-view,
Kiss it Better,Portia Da Costa,Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,22 Apr 2010,288,Ebury Publishing,English,0352345217,0352345217,https://www.bookdepository.com/Kiss-it-Better-Portia-Da-Costa/9780352345219?ref=grid-view,
Dark Spirit,Kate Douglas,Horror:Horror:Erotic Fiction:Romance:Romance Books,20 Jan 2014,175,Beyond the Page Publishing,English,1940846005,1940846005,https://www.bookdepository.com/Dark-Spirit-Kate-Douglas/9781940846002?ref=grid-view,
Sweet Restraint,Beth Kery,Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,07 Jul 2009,326,Berkley Publishing Group,English,0425227693,0425227693,https://www.bookdepository.com/Sweet-Restraint-Beth-Kery/9780425227695?ref=grid-view,
Best Lesbian Romance 2011,Radclyffe,Anthologies (non-poetry):Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance:Short Story Books,03 Feb 2011,256,Cleis Press,English,1573444278,1573444278,https://www.bookdepository.com/Best-Lesbian-Romance-2011-Radclyffe/9781573444279?ref=grid-view,
Pride and Prejudice: The Wild and Wanton Edition : The Wild and Wanton Edition,Michelle M. Pillow:Jane Austen,Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,14 Jan 2011,480,Adams Media Corporation,English,1440506604,1440506604,https://www.bookdepository.com/Pride-Prejudice-Wild-Wanton-Edition-Michelle-M-Pillow/9781440506604?ref=grid-view,
Bedding Down : A Collection of Winter Erotica,Rachel Kramer Bussel,Erotic Fiction,02 Dec 2008,259,HarperCollins Publishers Inc,English,0061560634,0061560634,https://www.bookdepository.com/Bedding-Down-Rachel-Kramer-Bussel/9780061560637?ref=grid-view,
Wes and Toren,J M Colail,Contemporary Fiction:Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,30 Jan 2009,294,Dreamspinner Press,English,1935192477,1935192477,https://www.bookdepository.com/Wes-Toren-J-M-Colail/9781935192473?ref=grid-view,
All U Can Eat,Emma Holly,Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,30 May 2007,336,Penguin Putnam Inc,English,0425215776,0425215776,https://www.bookdepository.com/All-U-Can-Eat-Emma-Holly/9780425215777?ref=grid-view,
A Darker Place : A Novel,Laurie R. King,Contemporary Fiction:Crime:Crime Fiction:Thriller Books:Thrillers:Adventure Books,01 Jan 2000,477,Bantam Doubleday Dell Publishing Group Inc,English,0553578243,0553578243,https://www.bookdepository.com/Darker-Place-Laurie-R-King/9780553578249?ref=grid-view,
The Mammoth Book of Erotic Romance and Domination,Maxim Jakubowski,Anthologies (non-poetry):Erotic Fiction,15 May 2014,560,Little Brown Book Group,English,1472111672,1472111672,https://www.bookdepository.com/Mammoth-Book-Erotic-Romance-Domination-Maxim-Jakubowski/9781472111678?ref=grid-view,
Pídeme lo que quieras o déjame,Megan Maxwell,Erotic Fiction:Romance:Romance Books,01 Jul 2013,416,Editorial Planeta S.A.,Spanish,8408118285,8408118285,https://www.bookdepository.com/P%C3%ADdeme-lo-que-quieras-o-d%C3%A9jame-Megan-Maxwell/9788408118282?ref=grid-view,
The Prince with No Heart : An Erotic Fairytale,Emma Holly,Erotic Fiction,06 Aug 2011,124,Emma Holly,English,0983540217,0983540217,https://www.bookdepository.com/Prince-with-No-Heart-Emma-Holly/9780983540212?ref=grid-view,
City Maid,Amelia Evangeline,Erotic Fiction,22 Apr 2010,256,Ebury Publishing,English,0352340967,0352340967,https://www.bookdepository.com/City-Maid-Amelia-Evangeline/9780352340962?ref=grid-view,
Wild Heat,Lucy Monroe,Contemporary Fiction:Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,30 Jul 2015,352,Little Brown & Company,English,1455575488,1455575488,https://www.bookdepository.com/Wild-Heat-Lucy-Monroe/9781455575480?ref=grid-view,
More Than Want You,Shayla Black,Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,25 Mar 2017,286,Shelley Bradley LLC,English,1936596407,1936596407,https://www.bookdepository.com/More-Than-Want-You-Shayla-Black/9781936596409?ref=grid-view,
Threesomes : When One Lover is Not Enough,Miranda Forbes:Sommer Marsden:Thomas S. Roche:Lana Fox:Malin James:Josephine Myles:Emma Richardson:Darla White:Elizabeth Coldwell:Kay Jaybee,Erotic Fiction,06 Jun 2011,208,Accent Press Ltd,English,1907016554,1907016554,https://www.bookdepository.com/Threesomes-Miranda-Forbes/9781907016554?ref=grid-view,
After Dark : A Novel,Phillip M. Margolin,Contemporary Fiction:Thriller Books:Thrillers:Political & Legal:Political & Legal,01 Jun 1996,384,Bantam Doubleday Dell Publishing Group Inc,English,0553569082,0553569082,https://www.bookdepository.com/After-Dark-Phillip-M-Margolin/9780553569087?ref=grid-view,
Lady Chatterly's Lover,D H Lawrence,Classic Books & Novels:Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,18 Mar 2014,302,Gray Rabbit Publishing,English,1617209538,1617209538,https://www.bookdepository.com/Lady-Chatterlys-Lover-D-H-Lawrence/9781617209536?ref=grid-view,
Forbidden,Lora Leigh,Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Jul 2013,352,Pan MacMillan,English,1447231643,1447231643,https://www.bookdepository.com/Forbidden-Lora-Leigh/9781447231646?ref=grid-view,
Stranger,Megan Hart,Erotic Fiction,24 Sep 2013,425,Mira Books,English,0778315789,0778315789,https://www.bookdepository.com/Stranger-Megan-Hart/9780778315780?ref=grid-view,
Dangerous Consequences,Pamela Rochford,Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,22 Apr 2010,272,Ebury Publishing,English,0352331852,0352331852,https://www.bookdepository.com/Dangerous-Consequences-Pamela-Rochford/9780352331854?ref=grid-view,
Taken,Kelli Maine,Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,09 Jan 2013,244,Little Brown & Company,English,145559895X,145559895X,https://www.bookdepository.com/Taken-Kelli-Maine/9781455598953?ref=grid-view,
The Happiness Show,Catherine Deveny,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Nov 2012,304,Black Inc.,English,1863955720,1863955720,https://www.bookdepository.com/Happiness-Show-Catherine-Deveny/9781863955720?ref=grid-view,
The Burning Man : A Novel,Phillip Margolin,Contemporary Fiction:Thriller Books:Thrillers:Political & Legal:Political & Legal,01 Jul 1997,384,Bantam,English,0553574957,0553574957,https://www.bookdepository.com/Burning-Man-Phillip-Margolin/9780553574951?ref=grid-view,
Lesbian Lust : Erotic Stories,Sacchi Green,Contemporary Fiction:Erotic Fiction:Short Story Books,19 Aug 2010,224,Cleis Press,English,1573444030,1573444030,https://www.bookdepository.com/Lesbian-Lust-Sacchi-Green/9781573444033?ref=grid-view,
Letters to Penthouse: Letters To Penthouse Xxxv Naughty Pleasure Parties Exposed XXXV,Editors of Penthouse,Erotic Fiction,01 Sep 2009,304,Little Brown & Company,English,0446619345,0446619345,https://www.bookdepository.com/Letters-Penthouse-Letters-Penthouse-Xxxv-Naughty-Pleasure-Parties-Exposed-XXXV-Editors-Penthouse/9780446619349?ref=grid-view,
The Leather Daddy and the Femme,Carol Queen,Contemporary Fiction:Erotic Fiction,01 Jun 2003,176,Down There PressU.S.,English,0940208318,0940208318,https://www.bookdepository.com/Leather-Daddy-Femme-Carol-Queen/9780940208315?ref=grid-view,
Do Not Disturb : Hotel Sex Stories,Rachel Kramer Bussel,Erotic Fiction:Short Story Books,05 Mar 2009,235,Cleis Press,English,1573443441,1573443441,https://www.bookdepository.com/Do-Not-Disturb-Rachel-Kramer-Bussel/9781573443449?ref=grid-view,
Life Expectancy,Dean R Koontz,Contemporary Fiction:Thriller Books:Thrillers:Horror:Horror,29 May 2012,476,Bantam,English,0345533380,0345533380,https://www.bookdepository.com/Life-Expectancy-Dean-R-Koontz/9780345533388?ref=grid-view,
Level 6: The King of Torts Book and MP3 Pack,John Grisham,Language Readers:ELT Graded Readers:Political & Legal:Political & Legal,15 Apr 2011,120,Pearson Education Limited,English,1408232138,1408232138,https://www.bookdepository.com/Level-6-King-Torts-Book-MP3-Pack-John-Grisham/9781408232132?ref=grid-view,
Vision Of Seduction,Cassie Ryan,Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Aug 2008,256,Kensington Publishing,English,0758220669,0758220669,https://www.bookdepository.com/Vision-Seduction-Cassie-Ryan/9780758220660?ref=grid-view,
Darkness Burning,Delilah Devlin,Erotic Fiction:Romance:Romance Books,15 Sep 2009,294,HarperCollins Publishers Inc,English,0061498203,0061498203,https://www.bookdepository.com/Darkness-Burning-Delilah-Devlin/9780061498206?ref=grid-view,
Manara Library Volume 3: Trip To Tulum And Other Stories,Milo Manara:Federico Fellini:Silverio Pisu,Erotic Fiction:Graphic Novels Anime & Manga:Graphic Novels Anime & Manga:Graphic Novels: Literary & Memoirs:Graphic Novels: Literary & Memoirs,15 Feb 2018,268,Dark Horse ComicsU.S.,English,1506709079,1506709079,https://www.bookdepository.com/Manara-Library-3-Trip-Tulum-Other-Stories-Milo-Manara/9781506709079?ref=grid-view,
En Tus Brazos,Maya Banks,Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,31 Jul 2016,334,Roca Editorial,Spanish,8416240388,8416240388,https://www.bookdepository.com/En-Tus-Brazos-Maya-Banks/9788416240388?ref=grid-view,
Crossfire 3. Atada a ti,Sylvia Day:Maria Jesus Asensio:Jesús de la Torre Olid,Erotic Fiction:Romance:Romance Books,01 Apr 2014,432,Booket,Spanish,8467041153,8467041153,https://www.bookdepository.com/Crossfire-3-Atada-ti-Sylvia-Day/9788467041156?ref=grid-view,
Luscious Craving,Cameron Dean,Contemporary Fiction:Horror:Horror:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,15 Dec 2006,328,Random House USA Inc,English,0345492544,0345492544,https://www.bookdepository.com/Luscious-Craving-Cameron-Dean/9780345492548?ref=grid-view,
Critical Judgment : A Novel,Michael Palmer,Anthologies (non-poetry):Contemporary Fiction:Thriller Books:Thrillers:Short Story Books,01 Feb 1998,450,Bantam Doubleday Dell Publishing Group Inc,English,0553574086,0553574086,https://www.bookdepository.com/Critical-Judgment-Michael-Palmer/9780553574081?ref=grid-view,
Girl'S on Top : Explicit Erotica for Women,Violet Blue,Erotic Fiction:Short Story Books,10 Feb 2009,225,Cleis Press,English,1573443409,1573443409,https://www.bookdepository.com/GirlS-on-Top-Violet-Blue/9781573443401?ref=grid-view,
Bound by Temptation,Cora Reilly,Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Sep 2015,322,Createspace,English,1517455510,1517455510,https://www.bookdepository.com/Bound-by-Temptation-Cora-Reilly/9781517455514?ref=grid-view,
The Candy Box,Ko Jo Black:Lara Addams,Erotic Fiction,01 Dec 2009,192,Sweetmeats Press,English,0956439004,0956439004,https://www.bookdepository.com/Candy-Box-Ko-Jo-Black/9780956439000?ref=grid-view,
Simply Scandalous,Kate Pearce,Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance:Historical Romance:Historical Romance,01 Jan 2013,320,Kensington Publishing,English,0758269471,0758269471,https://www.bookdepository.com/Simply-Scandalous-Kate-Pearce/9780758269478?ref=grid-view,
Indecent Pursuit,Ray Gordon,Erotic Fiction,22 Apr 2010,256,Ebury Publishing,English,0352341963,0352341963,https://www.bookdepository.com/Indecent-Pursuit-Ray-Gordon/9780352341969?ref=grid-view,
The Proposition,Katie Ashley,Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,09 Dec 2012,347,Createspace Independent Publishing Platform,English,1480114480,1480114480,https://www.bookdepository.com/Proposition-Katie-Ashley/9781480114487?ref=grid-view,
Sex Volume 5,Joe Casey:Piotr Kowalski:Sonia Harris,Crime:Crime Fiction:Erotic Fiction:Graphic Novels Anime & Manga:Graphic Novels Anime & Manga,21 Feb 2017,128,Image Comics,English,163215904X,163215904X,https://www.bookdepository.com/Sex-5-Joe-Casey/9781632159045?ref=grid-view,
Addicted : A Novel,Zane,Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,19 May 2003,336,Atria Books,English,0743442849,0743442849,https://www.bookdepository.com/Addicted-Zane/9780743442848?ref=grid-view,
The Spirit of the Place,Samuel Shem PhD,Contemporary Fiction,15 Jun 2008,344,Kent State University Press,English,0873389425,0873389425,https://www.bookdepository.com/Spirit-Place-Samuel-Shem-PhD/9780873389426?ref=grid-view,
Yours Forever,Joya Ryan,Erotic Fiction,13 Oct 2015,240,Little Brown Book Group,English,0349407215,0349407215,https://www.bookdepository.com/Yours-Forever-Joya-Ryan/9780349407210?ref=grid-view,
A Bit of Rough,Laura Baumbach,Erotic Fiction,30 Mar 2007,228,Mlr Press LLC,English,0979311012,0979311012,https://www.bookdepository.com/Bit-Rough-Laura-Baumbach/9780979311017?ref=grid-view,
Amante Al Fin #11 / Lover at Last #11 : La Hermandad de la Daga Negra,JR Ward,Horror:Horror:Erotic Fiction:Romance:Romance Books,26 Jan 2016,710,DEBOLSILLO,Spanish,8490629137,8490629137,https://www.bookdepository.com/Amante-Al-Fin-11-Lover-at-Last-11-JR-Ward/9788490629130?ref=grid-view,
Las edades de Lulú,Almudena Grandes,Erotic Fiction:English Language: Reading & Writing Skills,28 Jun 2010,288,Tusquets Editores,Spanish,8483835576,8483835576,https://www.bookdepository.com/Las-edades-de-Lul%C3%BA-Almudena-Grandes/9788483835579?ref=grid-view,
Southern Ruby,Belinda Alexandra,Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance:Sagas,15 Nov 2016,None,Bolinda Audio,English,1489367349,1489367349,https://www.bookdepository.com/Southern-Ruby-Belinda-Alexandra/9781489367341?ref=grid-view,
Carnage : Book #1 the Story of Us,Senior Lecturer in Medical Genetics Institute of Medical Genetics Lesley Jones,Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,22 Feb 2014,None,Createspace Independent Publishing Platform,English,1495423786,1495423786,https://www.bookdepository.com/Carnage-Senior-Lecturer-Medical-Genetics-Institute-Medical-Genetics-Lesley-Jones/9781495423789?ref=grid-view,
Destined to Fly,Indigo Bloome,Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,14 May 2013,320,Avon Red Impulse,English,0062243632,0062243632,https://www.bookdepository.com/Destined-Fly-Indigo-Bloome/9780062243638?ref=grid-view,
Once She Was Tempted : Number 2 in series,Anne Barton,Contemporary Fiction:Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance:Historical Romance:Historical Romance,31 Oct 2013,384,Little Brown & Company,English,145551330X,145551330X,https://www.bookdepository.com/Once-She-Was-Tempted-Anne-Barton/9781455513307?ref=grid-view,
The Minotaur,Barbara Vine,Contemporary Fiction:Crime:Crime Fiction:Historical Crime:Historical Crime:Thriller Books:Thrillers:Romance:Romance Books,13 Mar 2007,335,Random House USA Inc,English,0307278328,0307278328,https://www.bookdepository.com/Minotaur-Barbara-Vine/9780307278326?ref=grid-view,
Blush,Opal Carew,Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,07 Jul 2008,288,Griffin Publishing,English,0312367791,0312367791,https://www.bookdepository.com/Blush-Opal-Carew/9780312367794?ref=grid-view,
Fling : A Bdsm Erotica Anthology,Sara Fawkes:Cathryn Fox:Lauren Hawkeye,Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Nov 2013,330,HarperCollins Publishers Inc,English,0062252100,0062252100,https://www.bookdepository.com/Fling-Sara-Fawkes/9780062252104?ref=grid-view,
Handsome Prince : Gay Erotic Romance,Neil Plakcy,Contemporary Fiction:Erotic Fiction:Short Story Books,01 Jun 2011,244,Cleis Press,English,1573446599,1573446599,https://www.bookdepository.com/Handsome-Prince-Neil-Plakcy/9781573446594?ref=grid-view,
Best Women's Erotica of the Year Volume 3,Rachel Kramer Bussel,Anthologies (non-poetry):Contemporary Fiction:Erotic Fiction,25 Jan 2018,265,Cleis Press,English,1627782249,1627782249,https://www.bookdepository.com/Best-Womens-Erotica-Year-3-Rachel-Kramer-Bussel/9781627782241?ref=grid-view,
Knight Nostalgia : A Knights of the Board Room Anthology,Joey W Hill,Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,08 Feb 2018,290,Story Witch Press,English,1942122705,1942122705,https://www.bookdepository.com/Knight-Nostalgia-Joey-W-Hill/9781942122708?ref=grid-view,
The Wild Ones,M Leighton,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,05 Mar 2013,328,Penguin Putnam Inc,English,0425267806,0425267806,https://www.bookdepository.com/Wild-Ones-M-Leighton/9780425267806?ref=grid-view,
Forbidden Fantasies,Jaid Black:Jory Strong:Ann Jacobs,Erotic Fiction:Short Story Books,13 Jul 2009,480,SIMON & SCHUSTER,English,1416578706,1416578706,https://www.bookdepository.com/Forbidden-Fantasies-Jaid-Black/9781416578703?ref=grid-view,
Aced,K. Bromberg,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,22 Sep 2016,376,Diversion Books,English,1682307824,1682307824,https://www.bookdepository.com/Aced-K-Bromberg/9781682307823?ref=grid-view,
