Title,Authors,Genres,Year,Pages,Publisher,Language,ISBN,ISBN13,URL
Finding Infinity,Layne Harper,Romance;Sports and Games;Sports;Contemporary Romance;Sports Romance;New Adult;Romance;Contemporary Romance,November 26th 2013,None,,,English,None,https://www.goodreads.com/book/show/18331953-finding-infinity,
Avalon High,Meg Cabot,Young Adult;Fantasy;Romance;Womens Fiction;Chick Lit,January 1st 2006,304,HarperCollins Publishers,English,0060755865,9780060755867,https://www.goodreads.com/book/show/187812.Avalon_High,
K is for Killer,Sue Grafton,Mystery;Fiction;Mystery;Crime,June 23rd 1997,292,Ballantine Books,English,0449000664,9780449000663,https://www.goodreads.com/book/show/380975.K_is_for_Killer,
Desecrating Solomon II,Lucian Bane,Dark;Thriller;Adult Fiction;Erotica,January 28th 2016,174,,,B01B7GAAEG,None,https://www.goodreads.com/book/show/28798044-desecrating-solomon-ii,
Wine & Whiskey,Nikki Belaire,Romance;Contemporary Romance;Romance;Suspense,September 11th 2015,330,Happy Drunk Productions; LLC,,B015AICL12,None,https://www.goodreads.com/book/show/26421902-wine-whiskey,
The Kraken King,Meljean Brook,Science Fiction;Steampunk;Romance;Fantasy;Romance;Paranormal Romance;Adventure,November 4th 2014,576,Berkley,,9781101626658,None,https://www.goodreads.com/book/show/15788727-the-kraken-king,
Dawn on a Distant Shore,Sara Donati,Historical;Historical Fiction;Romance;Historical;Romance;Historical Romance;Fiction,May 29th 2001,647,Bantam,English,0553578553,9780553578553,https://www.goodreads.com/book/show/820956.Dawn_on_a_Distant_Shore,
The Dance,Alison G. Bailey,Romance;Contemporary;Romance;Contemporary Romance;New Adult,May 11th 2016,479,Alison G. Bailey,None,English,None,https://www.goodreads.com/book/show/30078416-the-dance,
Like No Other Lover,Julie Anne Long,Romance;Historical Romance;Romance;Historical;Historical;Regency;Historical;Historical Fiction,October 16th 2008,385,HarperCollins e-books,,B0015DRO50,None,https://www.goodreads.com/book/show/8537395-like-no-other-lover,
Thin Ice,Liana Laverentz,Sports and Games;Sports;Romance;Contemporary Romance;Sports Romance;Sports;Hockey;Contemporary;Romance;Contemporary Romance,February 9th 2007,384,Wild Rose Press,English,1601540167,9781601540164,https://www.goodreads.com/book/show/1340770.Thin_Ice,
Apache Temptation,Janis Reams Hudson,Romance;Romance;Historical Romance,January 1st 1996,442,Kensington,English,1575660679,9781575660677,https://www.goodreads.com/book/show/2746381-apache-temptation,
Don't Let Go,Marliss Melton,Romance;Romantic Suspense;War;Military;Romance;Suspense;Contemporary,April 1st 2008,320,Forever,English,0446618357,9780446618359,https://www.goodreads.com/book/show/2257472.Don_t_Let_Go,
A Regimental Murder,Ashley Gardner,Mystery;Historical;Historical Fiction;Historical;Mystery;Historical Mystery;Historical;Regency,March 14th 2011,232,JA / AG Publishing,,B004S44XFM,None,https://www.goodreads.com/book/show/10808148-a-regimental-murder,
Three Nights with a Scoundrel,Tessa Dare,Romance;Historical Romance;Romance;Historical;Historical;Regency;Historical;Historical Fiction,July 27th 2010,368,Ballantine Books,English,0345518896,9780345518897,https://www.goodreads.com/book/show/7099393-three-nights-with-a-scoundrel,
City of Ghosts,Stacia Kane,Fantasy;Urban Fantasy;Fantasy;Paranormal;Paranormal;Ghosts;Fantasy;Fantasy;Magic;Paranormal;Witches;Romance,August 5th 2010,408,Harper Voyager,English,0007352840,9780007352845,https://www.goodreads.com/book/show/7352840-city-of-ghosts,
Rosebush,Michele Jaffe,Young Adult;Mystery;Thriller;Contemporary;Romance,December 7th 2010,326,Razorbill,English,159514353X,9781595143532,https://www.goodreads.com/book/show/7778996-rosebush,
Good in Bed,Jennifer Weiner,Womens Fiction;Chick Lit;Fiction;Romance;Contemporary,April 2nd 2002,376,Washington Square Press,English,0743418174,9780743418171,https://www.goodreads.com/book/show/14748.Good_in_Bed,
Embody,Jamie Magee,Fantasy;Paranormal;Young Adult;Fantasy;Romance,May 28th 2011,None,,;,English,None,https://www.goodreads.com/book/show/10502331-embody,
The Dragon Who Loved Me,G.A. Aiken,Fantasy;Dragons;Fantasy;Romance;Paranormal Romance;Romance;Fantasy;Paranormal;Paranormal;Shapeshifters,September 6th 2011,383,Zebra Books,,B005CRY94Y,None,https://www.goodreads.com/book/show/12072385-the-dragon-who-loved-me,
A Bead of Blood,R.E. Butler,Fantasy;Paranormal;Romance;Paranormal Romance;Paranormal;Shapeshifters;Romance;Paranormal;Vampires,,72,,,English,None,https://www.goodreads.com/book/show/16139042-a-bead-of-blood,
Fresh Temptation,Reeni Austin,Romance;Romance;Contemporary Romance;Contemporary,November 7th 2012,192,Sugar Shack Press,,English,None,https://www.goodreads.com/book/show/16168688-fresh-temptation,
Here and Then,Linda Lael Miller,Romance;Science Fiction;Time Travel;Romance;Time Travel Romance;Fiction;Romance;Historical Romance;Romance;Paranormal Romance,August 1992,252,Silhouette Books,English,037309762X,9780373097623,https://www.goodreads.com/book/show/1593142.Here_and_Then,
Hopeless Magic,Rachel Higginson,Fantasy;Paranormal;Young Adult;Fantasy;Fantasy;Magic;Romance,August 6th 2011,326,,,B005G96H3O,None,https://www.goodreads.com/book/show/12334377-hopeless-magic,
Gentlemen and Players,Joanne Harris,Fiction;Mystery;Thriller;Contemporary;Thriller;Mystery Thriller,January 3rd 2006,422,William Morrow,English,0060559144,9780060559144,https://www.goodreads.com/book/show/15102.Gentlemen_and_Players,
L'importanza di non capire tutto,Grace Paley;Chiara Simonetti,,March 26th 2007,276,Einaudi,,,9788806170776,https://www.goodreads.com/book/show/12966659-l-importanza-di-non-capire-tutto,
Listed,Noelle  Adams,Romance;New Adult;Romance;Contemporary Romance;Contemporary,March 2013,424,,English,1481944835,9781481944830,https://www.goodreads.com/book/show/17227853-listed,
Leopard Moon,Jeanette Battista,Fantasy;Paranormal;Young Adult;Romance;Romance;Paranormal Romance;Fantasy;Paranormal;Shapeshifters,March 4th 2012,206,Jeanette Battista,,,9781475003826,https://www.goodreads.com/book/show/13514468-leopard-moon,
Tempt Me If You Can,Janet Chapman,Romance;Romance;Contemporary Romance;Contemporary;Suspense,February 23rd 2010,342,Pocket Star,English,1416595449,9781416595441,https://www.goodreads.com/book/show/6602223-tempt-me-if-you-can,
My Summer of Wes,Missy Welsh,Romance;M M Romance;Romance;Contemporary;Gay Romance;Gay For You,August 10th 2010,129,Loose Id LLC,,,9781607378334,https://www.goodreads.com/book/show/8646908-my-summer-of-wes,
Happily Even After,Lena Matthews,Romance;Romance;Interracial Romance;Adult Fiction;Erotica;Contemporary;Romance;Contemporary Romance,June 9th 2010,228,Loose Id,,English,None,https://www.goodreads.com/book/show/8477824-happily-even-after,
The Girl of Fire and Thorns,Rae Carson,Fantasy;Young Adult;Did Not Finish,September 20th 2011,423,Greenwillow,English,0062026488,9780062026484,https://www.goodreads.com/book/show/10429092-the-girl-of-fire-and-thorns,
Claiming the Courtesan,Anna Campbell,Romance;Historical Romance;Romance;Historical;Historical;Regency;Historical;Historical Fiction,March 27th 2007,375,Avon,English,0061234915,9780061234910,https://www.goodreads.com/book/show/537425.Claiming_the_Courtesan,
Bo & Reika,R.E. Butler,Fantasy;Paranormal;Paranormal;Shapeshifters;Romance;Paranormal Romance;Romance,December 31st 2012,129,,,English,None,https://www.goodreads.com/book/show/17204274-bo-reika,
Rush Me,Allison Parr,Romance;New Adult;Sports and Games;Sports;Contemporary;Contemporary Romance;Sports Romance;Romance;Contemporary Romance,April 8th 2013,246,Carina Press,,English,None,https://www.goodreads.com/book/show/17203923-rush-me,
The Midwife,Gay Courter,Historical;Historical Fiction;Fiction;Historical;Cultural;Russia;Novels;Literature;Jewish,February 26th 1981,559,Houghton Mifflin (T),,0395294630,9780395294635,https://www.goodreads.com/book/show/1501802.The_Midwife,
Armando Returns,Reeni Austin,Romance;Romance;Contemporary Romance;Contemporary,March 6th 2013,246,Gossamer Publishing; LLC,,English,None,https://www.goodreads.com/book/show/16169264-armando-returns,
Tonight And Always,Linda Lael Miller,Romance;Paranormal;Vampires;Fantasy;Paranormal;Romance;Paranormal Romance;Fantasy,November 1st 1996,339,Berkley,English,0425155412,9780425155417,https://www.goodreads.com/book/show/699194.Tonight_And_Always,
Enormi cambiamenti all'ultimo momento,Grace Paley;Marisa Caramella,Short Stories;Fiction;Literature,October 8th 2007,128,Einaudi,Italian,8806188216,9788806188214,https://www.goodreads.com/book/show/18669896-enormi-cambiamenti-all-ultimo-momento,
Irons,M.J. Fields,War;Military;Romance;New Adult;Adult Fiction;Erotica,August 10th 2014,201,MJ Fields Books,,English,None,https://www.goodreads.com/book/show/22572861-irons,
Married for Christmas,Noelle  Adams,Romance;Romance;Contemporary Romance;Holiday;Christmas;Contemporary;Holiday,December 1st 2013,205,,,9780989906678,None,https://www.goodreads.com/book/show/19081554-married-for-christmas,
Wide Awake,Shelly Crane,Young Adult;Romance;Contemporary;New Adult,March 22nd 2013,202,,None,,None,https://www.goodreads.com/book/show/15810336-wide-awake,
The Man Must Marry,Janet Chapman,Romance;Romance;Contemporary Romance;Contemporary,October 28th 2008,340,Pocket Star,English,141650530X,9781416505303,https://www.goodreads.com/book/show/2946932-the-man-must-marry,
A Lil' Less Broken,Tara Oakes,Romance;Adult Fiction;Erotica,July 16th 2014,134,Tara Oakes,,English,None,https://www.goodreads.com/book/show/22738697-a-lil-less-broken,
Crush,Nicole  Williams,New Adult;Romance;Contemporary;Young Adult;Sports and Games;Sports;Academic;College,April 23rd 2013,405,HarperCollins,,B009YJOLBW,None,https://www.goodreads.com/book/show/18889014-crush,
Sacked,Jen Frederick,New Adult;Sports and Games;Sports;Romance;Academic;College;Contemporary Romance;Sports Romance;Contemporary;Romance;Contemporary Romance;Football;Did Not Finish;Humor;Funny,September 6th 2015,398,Pear Tree LLC,,B014K7YSHO,None,https://www.goodreads.com/book/show/26187030-sacked,
Fighting Redemption,Kate  McCarthy,Romance;New Adult;War;Military;Romance;Contemporary Romance;Contemporary,December 2nd 2013,346,Smashwords Edition,English,0987526146,9780987526144,https://www.goodreads.com/book/show/18304765-fighting-redemption,
Shield of Winter,Nalini Singh,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Fantasy;Fantasy;Urban Fantasy;Paranormal;Shapeshifters,June 3rd 2014,431,Berkley Hardcover,English,0425264017,9780425264010,https://www.goodreads.com/book/show/17159944-shield-of-winter,
The Scrapyard Man A Junkyard Boys Novel,S.H. Richardson,Romance,September 6th 2016,None,,None,,None,https://www.goodreads.com/book/show/30743650-the-scrapyard-man-a-junkyard-boys-novel,
Rees,Allyson James,Adult Fiction;Erotica;Romance;Erotica;Bdsm;Science Fiction;Fantasy;Paranormal;Romance;Paranormal Romance;Romance;Erotic Romance,September 1st 2007,216,Ellora's Cave,English,1419952552,9781419952555,https://www.goodreads.com/book/show/1926061.Rees,
Fire Along the Sky,Sara Donati,Historical;Historical Fiction;Romance;Historical;Fiction;Romance;Historical Romance,November 29th 2005,655,Dell,English,0553582771,9780553582772,https://www.goodreads.com/book/show/72856.Fire_Along_the_Sky,
Coast,Jay McLean,New Adult;Romance;Contemporary;Sports and Games;Sports,June 7th 2016,488,,,B01FOADLY2,None,https://www.goodreads.com/book/show/30192405-coast,
Much Ado About Rogues,Kasey Michaels,Romance;Historical Romance;Romance;Historical;Historical;Regency,March 20th 2012,379,HQN Books,,,9780373776399,https://www.goodreads.com/book/show/12559374-much-ado-about-rogues,
The Dig,Audrey Hart,Fantasy;Mythology;Fantasy;Young Adult;Romance;Mythology;Greek Mythology;Mythology;Gods;Science Fiction;Time Travel;Romance;Paranormal Romance;Young Adult;Teen;Fantasy;Magic,November 11th 2011,208,Backlit Fiction,,English,None,https://www.goodreads.com/book/show/13014354-the-dig,
She Loves You; She Loves You Not...,Julie Anne Peters,Lgbt;Young Adult;Romance;Contemporary;Glbt;Lesbian;Fiction,June 1st 2011,288,Little; Brown Books for Young Readers,None,,9780316078740,https://www.goodreads.com/book/show/9415955-she-loves-you-she-loves-you-not,
Insight,Jamie Magee,Fantasy;Paranormal;Fantasy;Young Adult;Romance,August 3rd 2010,314,,,B003YDXL06,None,https://www.goodreads.com/book/show/8884911-insight,
How to Drive a Dragon Crazy,G.A. Aiken,Fantasy;Romance;Fantasy;Dragons;Romance;Paranormal Romance;Fantasy;Paranormal;Paranormal;Shapeshifters,September 4th 2012,481,Zebra Books,,B007V5AW64,None,https://www.goodreads.com/book/show/15830644-how-to-drive-a-dragon-crazy,
The Forbidden Lord,Sabrina Jeffries,Romance;Historical Romance;Romance;Historical;Historical;Regency;Historical Romance;Regency Romance;Historical;Historical Fiction,July 28th 2009,384,Avon,English,0380797488,9780380797486,https://www.goodreads.com/book/show/88512.The_Forbidden_Lord,
Michael & Shyne,R.E. Butler,Paranormal;Shapeshifters;Romance;Paranormal Romance;Fantasy;Paranormal;Romance,October 10th 2012,155,,,English,None,https://www.goodreads.com/book/show/16082057-michael-shyne,
When We Touch,Brenda Novak,Romance;Romance;Contemporary Romance;Contemporary;Novella,August 1st 2012,102,MIRA,English,1426875797,9781426875793,https://www.goodreads.com/book/show/15746065-when-we-touch,
Island Girls (and Boys),Rachel Hawthorne,Young Adult;Romance;Womens Fiction;Chick Lit;Contemporary;Young Adult;Teen,June 14th 2005,336,HarperTeen,English,0060755466,9780060755461,https://www.goodreads.com/book/show/393905.Island_Girls,
The Officers' Wives,Thomas J. Fleming,Fiction;Historical;Historical Fiction;War,March 1st 1981,645,Doubleday Books,English,0385148054,9780385148054,https://www.goodreads.com/book/show/1552684.The_Officers_Wives,
1st to Die,James Patterson,Mystery;Fiction;Mystery;Crime;Thriller;Suspense,May 20th 2005,462,Grand Central Publishing,English,0446696617,9780446696616,https://www.goodreads.com/book/show/13137.1st_to_Die,
The Hurricane,R.J. Prescott,Romance;New Adult;Sports and Games;Sports;Warfare;Fighters;Romance;Contemporary Romance;Contemporary,July 14th 2015,306,Forever,,B010MPQH18,None,https://www.goodreads.com/book/show/25911947-the-hurricane,
Desecrating Solomon,Lucian Bane,Dark;Adult Fiction;Erotica;Horror;Thriller,October 22nd 2015,None,Lucian Bane,None,,None,https://www.goodreads.com/book/show/26799006-desecrating-solomon,
Willing Surrender,Carrie Hogle,Romance,January 3rd 2017,123,self,,English,None,https://www.goodreads.com/book/show/33628843-willing-surrender,
Heart of Steel,Meljean Brook,Science Fiction;Steampunk;Romance;Fantasy;Romance;Paranormal Romance;Horror;Zombies,November 1st 2011,311,Penguin,English,0425243303,9780425243305,https://www.goodreads.com/book/show/10558533-heart-of-steel,
Infinity.,Layne Harper,Romance;Sports and Games;Sports;Contemporary Romance;Sports Romance;Romance;Contemporary Romance;New Adult,April 17th 2014,None,,None,,None,https://www.goodreads.com/book/show/18331976-infinity,
Lake in the Clouds,Sara Donati,Historical;Historical Fiction;Romance;Historical;Fiction;Romance;Historical Romance,April 29th 2003,651,Bantam,English,0553582798,9780553582796,https://www.goodreads.com/book/show/72855.Lake_in_the_Clouds,
Lucas,Jay McLean,Romance;New Adult;Young Adult;Contemporary,November 1st 2016,354,Createspace Independent Publishing Platform,,,9781539524960,https://www.goodreads.com/book/show/28369891-lucas,
Brie's First Day of Submissive Training,Red Phoenix,Erotica;Bdsm;Adult Fiction;Erotica;Romance,March 8th 2012,37,Red Phoenix,,English,None,https://www.goodreads.com/book/show/13518058-brie-s-first-day-of-submissive-training,
Il paese delle nevi,Yasunari Kawabata;Luca Lamberti,Fiction;Cultural;Japan;Asian Literature;Japanese Literature;Classics;Literature,,199,Einaudi,;,Italian,None,https://www.goodreads.com/book/show/18927362-il-paese-delle-nevi,
Loving Julia,Karen Robards,Romance;Historical Romance;Romance;Historical;Fiction;Historical;Regency,December 1st 1986,376,Grand Central Publishing,English,0446300578,9780446300575,https://www.goodreads.com/book/show/629630.Loving_Julia,
Under Locke,Mariana Zapata,Romance;Contemporary;Romance;Contemporary Romance,January 19th 2014,497,,,B00HYQJPC2,None,https://www.goodreads.com/book/show/20613920-under-locke,
Collide,Shelly Crane,Fantasy;Paranormal;Young Adult;Romance;Fantasy;Science Fiction;Aliens;Romance;Paranormal Romance,June 12th 2011,360,,,English,None,https://www.goodreads.com/book/show/11731782-collide,
The Vespertine,Saundra Mitchell,Young Adult;Historical;Historical Fiction;Fantasy;Fantasy;Paranormal;Historical;Romance,March 7th 2011,293,Harcourt Children's Books,English,0547482477,9780547482477,https://www.goodreads.com/book/show/7497552-the-vespertine,
