id,Title,Authors,Genres,Publishing Date,Pages,Publisher,Language,,,,,,,,,,
941,The Exhibitionist: Submissive 6,Tara Sue Me,Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,03 Nov 2015,304,Headline Publishing Group,English,,,,,,,,,,
942,Born To Be B.a.d.,Sherrilyn Kenyon,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,16 Jun 2008,384,SIMON & SCHUSTER,English,,,,,,,,,,
943,The Janus Chamber : The Juliette Society Book II,Sasha Grey,Erotic Fiction,17 Nov 2016,288,Little Brown Book Group,English,,,,,,,,,,
944,He's So Fine,Jill Shalvis,Contemporary Fiction:Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,09 Oct 2014,352,Little Brown & Company,English,,,,,,,,,,
945,Season of Longing : Seasons series Book 3,Sadie Matthews,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Oct 2015,368,Hodder & Stoughton General Division,English,,,,,,,,,,
946,Knight's Game,C. C. Gibbs,Erotic Fiction,01 Jul 2013,448,Quercus Publishing,English,,,,,,,,,,
947,Black Lace Quickies 9,Nikki Magennis,Erotic Fiction:Short Story Books,01 Jan 2008,128,Ebury Publishing,English,,,,,,,,,,
948,Sins and Needles,Karina Halle,Contemporary Fiction:Thriller Books:Thrillers:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,26 Aug 2014,384,FOREVER,English,,,,,,,,,,
949,Wicked Burn,Beth Kery,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,01 May 2012,329,Penguin Putnam Inc,English,,,,,,,,,,
950,First Touch,Laurelin Paige,Contemporary Fiction:Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,09 Feb 2016,384,Little Brown Book Group,English,,,,,,,,,,
951,The Dominant,Tara Sue Me,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,06 Aug 2013,389,New American Library,English,,,,,,,,,,
952,The 120 Days of Sodom and Other Writings,Marquis de Sade,Literary Essays:Classic Books & Novels:Erotic Fiction,24 Nov 2000,799,Grove Press / Atlantic Monthly Press,English,,,,,,,,,,
953,I Heard That Song Before : A Novel,Mary Higgins Clark,Contemporary Fiction:Crime:Crime Fiction:Thriller Books:Thrillers,01 Mar 2008,384,SIMON & SCHUSTER,English,,,,,,,,,,
954,Aqua Bless (Hentai Manga),Yamatogawa,Erotic Fiction:Graphic Novels Anime & Manga:Graphic Novels Anime & Manga:Graphic Novels: Manga:Graphic Novels: Manga,06 Jan 2015,200,801 Media Inc.,English,,,,,,,,,,
955,Secret Lives of Emma : Beginnings The,Natasha Walker,Erotic Fiction,01 Apr 2013,288,Transworld Publishers (Division of Random House Australia),English,,,,,,,,,,
956,The Angel of Darkness,Caleb Carr,Contemporary Fiction:Crime:Crime Fiction:Thriller Books:Thrillers:Historical Fiction,13 Aug 1998,752,Random House USA Inc,English,,,,,,,,,,
957,No Reservations,Lauren Dane:Megan Hart,Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,22 Apr 2010,240,Ebury Publishing,English,,,,,,,,,,
958,Plexus,Henry Miller,Erotic Fiction,06 Aug 2015,528,Penguin Books Ltd,English,,,,,,,,,,
959,The Sleeping Beauty Trilogy,A N Roquelaure,Erotic Fiction,22 Aug 2012,784,Penguin Putnam Inc,English,,,,,,,,,,
960,Real Men Do it Better,Lora Leigh:Susan Donovan:Lori Wilde:Carrie Alexander,Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,02 Jun 2007,320,Griffin Publishing,English,,,,,,,,,,
961,Ashes to Ashes,Tami Hoag,Crime:Crime Fiction:Thriller Books:Thrillers:Romance:Romance Books,01 Aug 2000,593,Bantam Doubleday Dell Publishing Group Inc,English,,,,,,,,,,
962,Seduced by the Storm,Sydney Croft,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,29 Jul 2008,337,Random House USA Inc,English,,,,,,,,,,
963,Love and Other Scandals,Caroline Linden,Erotic Fiction:Romance:Romance Books:Historical Romance:Historical Romance,01 Aug 2013,384,HarperCollins Publishers Inc,English,,,,,,,,,,
964,Dirty White Boys,Stephen Hunter,Contemporary Fiction:Crime:Crime Fiction:Thriller Books:Thrillers:Adventure Books,01 Dec 1995,496,Bantam Doubleday Dell Publishing Group Inc,English,,,,,,,,,,
965,Down to You,M. Leighton,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,07 Nov 2013,304,Hodder & Stoughton General Division,English,,,,,,,,,,
966,Headmaster: Lessons From The Rack Book 2,Tara Sue Me,Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,11 Jan 2018,304,Headline Publishing Group,English,,,,,,,,,,
967,Tampa,Alissa Nutting,Contemporary Fiction:Erotic Fiction,03 Jul 2013,266,Ecco Press,English,,,,,,,,,,
968,If I Were You,Lisa Renee Jones,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,03 Dec 2013,352,SIMON & SCHUSTER,English,,,,,,,,,,
969,Sweet Seduction,Maya Banks,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,19 Nov 2014,297,Penguin Putnam Inc,English,,,,,,,,,,
970,Cassandra's Conflict,Fredrica Alleyn,Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,22 Apr 2010,336,Ebury Publishing,English,,,,,,,,,,
971,Riding Wild,Jaci Burton,Contemporary Fiction:Crime:Crime Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,05 Feb 2008,278,Penguin Putnam Inc,English,,,,,,,,,,
972,Curious Sofa,Edward Gorey,Drawing:Individual Artists Art Monographs:Comic Book & Cartoon Art:Erotic Fiction:Funny Books & Stories:Cartoons & Comic Strips:Interior Design Decor & Style Guides,01 Oct 1997,64,Cengage Learning EMEA,English,,,,,,,,,,
973,A Lick Of Frost : (Merry Gentry 6),Laurell K. Hamilton,Fantasy:Fantasy Books:Erotic Fiction,06 Nov 2008,464,Transworld Publishers Ltd,English,,,,,,,,,,
974,Nexus,Henry Miller,Erotic Fiction,06 Aug 2015,352,Penguin Books Ltd,English,,,,,,,,,,
975,The Enticement: Submissive 4,Tara Sue Me,Erotic Fiction:Romance:Romance Books,04 Jul 2015,304,Headline Publishing Group,English,,,,,,,,,,
976,The Vincent Boys,Abbi Glines,Erotic Fiction:Romance:Romance Books,17 Jan 2013,272,Hot Key Books,English,,,,,,,,,,
977,Bloodstream,Tess Gerritsen,Contemporary Fiction:Thriller Books:Thrillers:Horror:Horror,01 Aug 1999,512,SIMON & SCHUSTER,English,,,,,,,,,,
978,For Her Pleasure : For Those Who Want it Hot - And Want it Now,Maya Banks,Contemporary Fiction:Crime:Crime Fiction:Erotic Fiction,11 Oct 2007,368,Penguin Putnam Inc,English,,,,,,,,,,
979,Persiguiendo a Silvia #1 / Chasing Silvia #1,Elisabet Benavent,Erotic Fiction:Romance:Romance Books,26 Jan 2016,533,DEBOLSILLO,Spanish,,,,,,,,,,
980,The Confusions of Young Torless,J. M. Coetzee:Robert Musil:Shaun Whiteside,Contemporary Fiction:Classic Books & Novels:Erotic Fiction:Historical Fiction:Gay Studies (Gay Men),02 Aug 2012,176,Penguin Books Ltd,English,,,,,,,,,,
981,One Night: Denied,Jodi Ellen Malpas,Contemporary Fiction:Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,11 Nov 2014,432,FOREVER,English,,,,,,,,,,
982,Simply Sexual,Kate Pearce,Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance:Historical Romance:Historical Romance,04 Feb 2008,304,Kensington Publishing,English,,,,,,,,,,
983,The Maze,Catherine Coulter,Contemporary Fiction:Crime:Crime Fiction:Thriller Books:Thrillers:Romance:Romance Books,30 Apr 1998,368,Penguin Putnam Inc,English,,,,,,,,,,
984,Nauti Intentions,Lora Leigh,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,07 May 2009,339,Penguin Putnam Inc,English,,,,,,,,,,
985,A Cry In The Night,Mary Higgins Clark,Contemporary Fiction:Crime:Crime Fiction:Thriller Books:Thrillers,15 Jan 2010,352,SIMON & SCHUSTER,English,,,,,,,,,,
986,The Collar: Submissive 5,Tara Sue Me,Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,07 Jul 2015,336,Headline Publishing Group,English,,,,,,,,,,
987,1982 Janine,Alasdair Gray:Will Self,Contemporary Fiction:Fantasy:Fantasy Books:Erotic Fiction,01 Jul 2003,352,Canongate Books Ltd,English,,,,,,,,,,
988,Quiver,Tobsha Learner,Erotic Fiction,04 Oct 2012,304,Little Brown Book Group,English,,,,,,,,,,
989,Nauti Deceptions : A Nauti Novel,Lora Leigh,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,19 Apr 2012,394,Penguin Putnam Inc,English,,,,,,,,,,
990,Sticks & Stones,Madeleine Urban,Contemporary Fiction:Erotic Fiction:Romance:Romance Books,30 Jan 2010,298,Dreamspinner Press,English,,,,,,,,,,
991,Blue of Noon,Georges Bataille:Harry Mathews,Contemporary Fiction:Erotic Fiction,07 Jun 2012,128,Penguin Books Ltd,English,,,,,,,,,,
992,Taming the Fire,Sydney Croft,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,28 Apr 2009,308,Bantam Doubleday Dell Publishing Group Inc,English,,,,,,,,,,
993,Master Professor: Lessons From The Rack Book 1,Tara Sue Me,Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,04 Apr 2017,304,Headline Publishing Group,English,,,,,,,,,,
994,Say My Name: Stark International 1,J. Kenner,Erotic Fiction:Romance:Romance Books,07 Apr 2015,336,Headline Publishing Group,English,,,,,,,,,,
995,Venus in Furs,Leopold von Sacher-Masoch,Classic Books & Novels:Erotic Fiction,01 Sep 2009,160,HarperCollins Publishers,English,,,,,,,,,,
996,Black Lace Quickies 10,Virgin Books,Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance:Short Story Books,05 Feb 2008,128,Ebury Publishing,English,,,,,,,,,,
997,Tempting the Fire,Sydney Croft,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance:Historical Romance:Historical Romance,27 Jul 2010,362,Random House USA Inc,English,,,,,,,,,,
998,The Exposure: Submissive 8,Tara Sue Me,Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,04 Oct 2016,432,Headline Publishing Group,English,,,,,,,,,,
999,Creed,Kristen Ashley,Contemporary Fiction:Erotic Fiction,15 Apr 2013,360,Kristen Ashley,English,,,,,,,,,,
1000,Riding on Instinct,Jaci Burton,Contemporary Fiction:Erotic Fiction:Romance:Romance Books,07 Apr 2009,296,Penguin Putnam Inc,English,,,,,,,,,,
1001,The Remains of the Day : Faber Modern Classics,Kazuo Ishiguro,Contemporary Fiction:Classic Books & Novels:Romance:Romance Books:Local History & Genealogy,02 Apr 2015,272,FABER & FABER,English,,,,,,,,,,
1002,Anna Karenina (Vintage Classic Russians Series),Leo Tolstoy,Classic Books & Novels:Romance:Romance Books:Fiction In Translation,09 Jul 2010,992,Vintage Publishing,English,,,,,,,,,,
1003,The Ethical Slut,Dossie Easton,Romance:Romance Books:Ethics & Moral Philosophy:Sociology: Family & Relationships:Sex & Sexuality Sex Manuals:Dating Relationships Living Together & Marriage,15 Aug 2017,320,Random House USA Inc,English,,,,,,,,,,
1004,Magic Burns,Ilona Andrews,Adventure Books:Fantasy:Fantasy Books:Romance:Romance Books,25 Jul 2011,260,Penguin Putnam Inc,English,,,,,,,,,,
1005,Seer of Sevenwaters,Juliet Marillier,Fantasy:Fantasy Books:Romance:Romance Books,06 Sep 2011,432,Penguin Putnam Inc,English,,,,,,,,,,
1006,Wildfire : A Hidden Legacy Novel,Ilona Andrews,Horror:Horror:Romance:Romance Books,11 Aug 2017,400,HarperCollins Publishers Inc,English,,,,,,,,,,
1007,Notorious Nineteen,Janet Evanovich,Contemporary Fiction:Crime:Crime Fiction:Romance:Romance Books,19 Nov 2013,311,Bantam,English,,,,,,,,,,
1008,A Strangeness in My Mind,Orhan Pamuk,Contemporary Fiction:Romance:Romance Books,18 Oct 2017,784,FABER & FABER,English,,,,,,,,,,
1009,A French Affair,Katie Fforde,Contemporary Fiction:Romance:Romance Books,27 Feb 2014,432,Cornerstone,English,,,,,,,,,,
1010,Betrayal in Death,J. D. Robb,Contemporary Fiction:Crime:Crime Fiction:Thriller Books:Thrillers:Westerns:Romance:Romance Books,06 Mar 2001,355,Penguin Putnam Inc,English,,,,,,,,,,
1011,Pleasure of a Dark Prince,Kresley Cole,Romance:Romance Books,01 Apr 2010,352,SIMON & SCHUSTER,English,,,,,,,,,,
1012,Magic Binds : A Kate Daniels Novel,Ilona Andrews,Adventure Books:Fantasy:Fantasy Books:Romance:Romance Books,04 May 2017,368,Penguin Putnam Inc,English,,,,,,,,,,
1013,Middlemarch,George Eliot:Rosemary Ashton,Contemporary Fiction:Classic Books & Novels:Romance:Romance Books:Historical Fiction,04 Jan 2012,880,Penguin Books Ltd,English,,,,,,,,,,
1014,On the Edge,Ilona Andrews,Fantasy:Fantasy Books:Romance:Romance Books,22 Jul 2011,326,Penguin Putnam Inc,English,,,,,,,,,,
1015,No Mercy,Sherrilyn Kenyon,Fantasy:Fantasy Books:Romance:Romance Books,01 Apr 2011,367,St Martin's Press,English,,,,,,,,,,
1016,Godsgrave,Jay Kristoff,Fantasy:Fantasy Books:Romance:Romance Books,05 Sep 2017,464,HarperCollins Publishers,English,,,,,,,,,,
1017,Purity in Death,J. D. Robb,Crime:Crime Fiction:Thriller Books:Thrillers:Adventure Books:Romance:Romance Books,01 Dec 2002,355,Penguin Putnam Inc,English,,,,,,,,,,
1018,Samurai Game,Christine Feehan,Contemporary Fiction:Military Fiction:Romance:Romance Books,03 Jul 2012,397,Penguin Putnam Inc,English,,,,,,,,,,
1019,Snotgirl Volume 1 : Green Hair Don't Care,Bryan Lee O'Malley:Leslie Hung,Fantasy:Fantasy Books:Romance:Romance Books:Graphic Novels Anime & Manga:Graphic Novels Anime & Manga,28 Feb 2017,136,Image Comics,English,,,,,,,,,,
1020,Outlander,Diana Gabaldon,Fantasy:Fantasy Books:Romance:Romance Books:Historical Fiction,05 Jul 2011,662,Random House USA Inc,English,,,,,,,,,,
1021,You Had Me At Hello,Mhairi McFarlane,Contemporary Fiction:Romance:Romance Books,18 Aug 2015,464,HarperCollins Publishers,English,,,,,,,,,,
1022,The Ancient Magus' Bride: Vol. 7,Kore Yamazaki,Fantasy:Fantasy Books:Romance:Romance Books:Graphic Novels: Manga:Graphic Novels: Manga,03 Jul 2017,180,Seven Seas Entertainment LLC,English,,,,,,,,,,
1023,Apprentice in Death,J D Robb,Contemporary Fiction:Crime:Crime Fiction:Thriller Books:Thrillers:Romance:Romance Books,03 Jan 2017,343,Berkley Books,English,,,,,,,,,,
1024,Acheron,Sherrilyn Kenyon,Fantasy:Fantasy Books:Romance:Romance Books,03 Apr 2009,816,St Martin's Press,English,,,,,,,,,,
1025,Immortals After Dark #6: Kiss of a Demon King,Kresley Cole,Romance:Romance Books,21 Jul 2009,352,SIMON & SCHUSTER,English,,,,,,,,,,
1026,The One We Fell in Love With,Paige Toon,Contemporary Fiction:Romance:Romance Books,02 May 2017,416,Simon & Schuster Ltd,English,,,,,,,,,,
1027,Wicked Nights : Mass Market Paperback,Gena Showalter,Contemporary Fiction:Romance:Romance Books,06 Jul 2012,416,HarperCollins Publishers,English,,,,,,,,,,
1028,Halfway to the Grave : A Night Huntress Novel,Jeaniene Frost,Romance:Romance Books,11 Jul 2011,386,HarperCollins Publishers Inc,English,,,,,,,,,,
1029,Spirit Bound,Christine Feehan,Contemporary Fiction:Romance:Romance Books,27 Dec 2011,404,Penguin Putnam Inc,English,,,,,,,,,,
1030,Wallbanger,Alice Clayton,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,29 Aug 2013,384,SIMON & SCHUSTER,English,,,,,,,,,,
1031,Treachery in Death,J D Robb,Crime:Crime Fiction:Romance:Romance Books,26 Jul 2011,372,Penguin Putnam Inc,English,,,,,,,,,,
1032,Play of Passion,Nalini Singh,Horror:Horror:Fantasy:Fantasy Books:Romance:Romance Books,27 Dec 2010,335,Berkley Books,English,,,,,,,,,,
1033,Takedown Twenty,Janet Evanovich,Contemporary Fiction:Crime:Crime Fiction:Romance:Romance Books,26 Jun 2014,337,Bantam,English,,,,,,,,,,
1034,Rapture,J R Ward,Horror:Horror:Romance:Romance Books,03 May 2013,469,Penguin Putnam Inc,English,,,,,,,,,,
1035,Steel's Edge,Ilona Andrews,Fantasy:Fantasy Books:Romance:Romance Books,01 Dec 2012,388,Penguin Putnam Inc,English,,,,,,,,,,
1036,The Price of Salt : Or Carol,Patricia Highsmith,Contemporary Fiction:Classic Books & Novels:Romance:Romance Books,14 Jan 2015,249,DOVER PUBLICATIONS,English,,,,,,,,,,
1037,Celebrity in Death,J D Robb,Crime:Crime Fiction:Romance:Romance Books,07 Aug 2012,372,Penguin Putnam Inc,English,,,,,,,,,,
1038,Immortals After Dark #3: Wicked Deeds on a Winter's Night,Kresley Cole,Romance:Romance Books,03 Dec 2007,352,SIMON & SCHUSTER,English,,,,,,,,,,
1039,Delusion in Death,J D Robb,Crime:Crime Fiction:Romance:Romance Books,02 Apr 2013,373,Penguin Putnam Inc,English,,,,,,,,,,
1040,Calculated in Death,J D Robb,Crime:Crime Fiction:Romance:Romance Books,30 Jul 2013,355,Penguin Putnam Inc,English,,,,,,,,,,
1041,Sin Undone,Larissa Ione,Fantasy:Fantasy Books:Romance:Romance Books,07 Oct 2010,400,Little Brown & Company,English,,,,,,,,,,
1042,Heart of the Sea,Nora Roberts,Contemporary Fiction:Horror:Horror:Romance:Romance Books,05 Dec 2000,384,Penguin Putnam Inc,English,,,,,,,,,,
1043,Plum Lovin',Janet Evanovich,Crime:Crime Fiction:Romance:Romance Books,10 Jan 2008,275,St. Martin's Press,English,,,,,,,,,,
1044,Kiss of Midnight,Lara Adrian,Fantasy:Fantasy Books:Romance:Romance Books,16 Feb 2009,432,Bantam Doubleday Dell Publishing Group Inc,English,,,,,,,,,,
1045,Sleeping Arrangements,Madeleine Wickham,Contemporary Fiction:Romance:Romance Books,04 Jul 2011,304,Transworld Publishers Ltd,English,,,,,,,,,,
1046,Immortals After Dark #2: No Rest for the Wicked,Kresley Cole,Contemporary Fiction:Romance:Romance Books,12 Dec 2006,384,SIMON & SCHUSTER,English,,,,,,,,,,
1047,Club Dead : A True Blood Novel,Charlaine Harris,Fantasy:Fantasy Books:Romance:Romance Books,11 Feb 2010,288,Orion Publishing Co,English,,,,,,,,,,
1048,Visions of Heat : Book 2,Nalini Singh,Fantasy:Fantasy Books:Romance:Romance Books,22 Apr 2010,352,Orion Publishing Co,English,,,,,,,,,,
1049,Immortals After Dark #4: Dark Needs At Night's Edge,Kresley Cole,Contemporary Fiction:Romance:Romance Books,15 Jul 2009,352,SIMON & SCHUSTER,English,,,,,,,,,,
1050,Passenger: Wayfarer,Alexandra Bracken,Romance:Romance Books:Romance Books for Teenagers:Historical,17 Feb 2017,512,Hachette Children's Group,English,,,,,,,,,,
1051,Slave to Sensation : Book 1,Nalini Singh,Fantasy:Fantasy Books:Romance:Romance Books,04 Mar 2010,368,Orion Publishing Co,English,,,,,,,,,,
1052,Concealed in Death,J D Robb,Crime:Crime Fiction:Thriller Books:Thrillers:Romance:Romance Books,29 Jul 2014,371,Penguin Putnam Inc,English,,,,,,,,,,
1053,Fire Touched,Patricia Briggs,Adventure Books:Horror:Horror:Fantasy:Fantasy Books:Romance:Romance Books,01 Feb 2017,310,Ace Books,English,,,,,,,,,,
1054,Sizzle : A Novel,Julie Garwood,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,25 Jan 2011,374,Random House USA Inc,English,,,,,,,,,,
1055,The Last Piece of My Heart,Paige Toon,Contemporary Fiction:Romance:Romance Books,18 May 2017,432,Simon & Schuster Ltd,English,,,,,,,,,,
1056,Immortals After Dark #5: Dark Desires After Dusk,Kresley Cole,Romance:Romance Books,23 May 2008,352,SIMON & SCHUSTER,English,,,,,,,,,,
1057,The Passion,Jeanette Winterson,Contemporary Fiction:Romance:Romance Books,01 Oct 2014,176,Vintage Publishing,English,,,,,,,,,,
