Title,Authors,Genres,Publishing Date,Pages,Publisher,Language
Odd Girl Out,Elizabeth Jane Howard,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,02 Jul 2015,352,Pan MacMillan,English
Poor Little Bitch Girl,Jackie Collins,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,29 Mar 2011,408,St. Martin's Press,English
The Homecoming,Robyn Carr,Adult & Contemporary Romance:Adult & Contemporary Romance,26 Aug 2014,346,Mira Books,English
Just Kiss Me,Rachel Gibson,Adult & Contemporary Romance:Adult & Contemporary Romance,01 Aug 2016,368,AVON BOOKS,English
Reaper's Legacy,Joanna Wylde,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,28 Jan 2014,357,Penguin Putnam Inc,English
The Angels' Share,J. R. Ward,Adult & Contemporary Romance:Adult & Contemporary Romance,27 Jun 2017,464,Little Brown Book Group,English
Dark Light,Jayne Castle,Horror:Horror:Fantasy:Fantasy Books:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Sep 2008,387,Penguin Putnam Inc,English
The Vintage Girl,Hester Browne,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance:Antique Furniture / Furniture Collecting,13 Feb 2014,330,Quercus Publishing,English
White Lies: White Lies Arcane Society Bk. 2,Jayne Ann Krentz,Thriller Books:Thrillers:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,02 May 2008,404,Penguin Putnam Inc,English
Twisted,Laura Griffin,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,17 Apr 2012,370,SIMON & SCHUSTER,English
The Woman Left Behind,Linda Howard,Thriller Books:Thrillers:Military Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,06 Mar 2018,368,William Morrow & Company,English
The One Real Thing,Samantha Young,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,06 Sep 2016,384,Little Brown Book Group,English
The Songbird,Marcia Willett,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance:Sagas,01 Jun 2017,336,Transworld Publishers Ltd,English
The Care and Feeding of Stray Vampires,Molly Harper,Horror:Horror:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,31 Jul 2012,356,SIMON & SCHUSTER,English
New York Actually : A Sparkling Romantic Comedy from the Bestselling Queen of Romance,Sarah Morgan,Adult & Contemporary Romance:Adult & Contemporary Romance,26 Jan 2017,368,HarperCollins Publishers,English
Just One Touch : A Slow Burn Novel,Maya Banks,Thriller Books:Thrillers:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,14 Jun 2017,352,HarperCollins Publishers Inc,English
In Rides Trouble,Julie Ann Walker,Contemporary Fiction:Thriller Books:Thrillers:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,15 Sep 2012,311,Sourcebooks Inc,English
The Lightkeeper's Wife,Karen Viggers,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Jun 2013,408,Allen & Unwin,English
Master Of Darkness : A Mageverse Novel,Angela Knight,Contemporary Fiction:Horror:Horror:Fantasy:Fantasy Books:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,04 Oct 2012,312,Penguin Putnam Inc,English
44 Cranberry Point,Debbie Macomber,Adult & Contemporary Romance:Adult & Contemporary Romance,01 Sep 2010,377,Mira Books,English
A Leap of Faith,Trisha Ashley,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Feb 2017,336,Transworld Publishers Ltd,English
The Wedding Date : A feel-good romance to warm your heart,Jasmine Guillory,Adult & Contemporary Romance:Adult & Contemporary Romance,25 Jan 2018,320,Headline Publishing Group,English
It Felt Like a Kiss,Sarra Manning,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Feb 2014,480,Transworld Publishers Ltd,English
The Little Teashop of Lost and Found,Trisha Ashley,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Feb 2018,496,Transworld Publishers Ltd,English
Stand By Me,Sheila O'Flanagan,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,14 Apr 2011,496,Headline Publishing Group,English
Charlie,Lesley Pearse,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance:Sagas,11 Dec 2009,720,Penguin Books Ltd,English
Beach Lane,Sherryl Woods,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,31 May 2011,360,Mira Books,English
The Little Theatre by the Sea,Rosanna Ley,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,06 Jun 2017,464,Quercus Publishing,English
The Closer You Come,Gena Showalter,Adult & Contemporary Romance:Adult & Contemporary Romance,31 Mar 2015,448,Harlequin Books,English
Sweet Starfire : Number 1 in series,Jayne Ann Krentz,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Jan 1994,384,Little Brown & Company,English
Against All Odds,Danielle Steel,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,04 May 2017,352,Pan MacMillan,English
Legend,Katy Evans,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,25 Feb 2016,304,SIMON & SCHUSTER,English
Into the Fire,Meredith Wild,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,21 Jun 2016,368,Waterhouse Press,English
The Sins of the Mother,Danielle Steel,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance:Sagas,24 Sep 2013,430,Dell,English
Highlander for the Holidays,Janet Chapman,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,25 Oct 2011,344,Penguin Putnam Inc,English
Can't Hardly Breathe,Gena Showalter,Adult & Contemporary Romance:Adult & Contemporary Romance,29 Aug 2017,416,Harlequin Books,English
Two of a Kind,Susan Mallery,Adult & Contemporary Romance:Adult & Contemporary Romance,16 Mar 2015,379,Harlequin,English
Rising Darkness : A Game of Shadows Novel,Thea Harrison,Fantasy:Fantasy Books:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,04 Jul 2013,336,Penguin Putnam Inc,English
Suddenly One Summer,Julie James,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,15 Jan 2017,291,Penguin Putnam Inc,English
Undead and Unemployed,MaryJanice Davidson,Contemporary Fiction:Fantasy:Fantasy Books:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,25 Jul 2011,304,Penguin Putnam Inc,English
The Darkness Beyond : A Paladin Novel,Alexis Morgan,Fantasy:Fantasy Books:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,07 Jul 2011,384,SIMON & SCHUSTER,English
Feel the Heat,Cindy Gerard,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,30 Nov 2009,384,SIMON & SCHUSTER,English
The Thing About Love,Julie James,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,20 Apr 2017,368,Penguin Putnam Inc,English
Kingpin,Lili St. Germain,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,07 Jun 2016,320,HarperCollins Publishers (Australia) Pty Ltd,English
It Must be Love,Rachel Gibson,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,11 Jul 2011,384,HarperCollins Publishers Inc,English
The Queen,Tiffany Reisz,Adventure Books:Adult & Contemporary Romance:Adult & Contemporary Romance,05 Nov 2015,448,HarperCollins Publishers,English
Killing Time,Cindy Gerard,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Feb 2013,400,SIMON & SCHUSTER,English
A Widow for One Year,John Irving,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Dec 2001,592,Random House USA Inc,English
Slow Ride,Erin McCarthy,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,04 Oct 2011,289,Berkley Books,English
Undead and Unreturnable,MaryJanice Davidson,Contemporary Fiction:Thriller Books:Thrillers:Horror:Horror:Fantasy:Fantasy Books:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,22 Jul 2011,264,Penguin Putnam Inc,English
Rev It Up,Julie Ann Walker,Thriller Books:Thrillers:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,15 Oct 2012,341,Sourcebooks Inc,English
This Is How You Lose Her,Junot Diaz,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance:Short Story Books,03 Sep 2013,217,Riverhead Books,English
A Rural Affair,Catherine Alliott,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,10 May 2012,480,Penguin Books Ltd,English
Irish Rebel,Nora Roberts,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Feb 2012,336,HarperCollins Publishers,English
A Summer in Eclipse Bay,Jayne Ann Krentz,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,07 May 2002,330,Penguin Putnam Inc,English
Mile High,R K Lilley,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,11 Feb 2013,308,R.K. Lilley,English
Tokio Blues,Haruki Murakami,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance:People & Places,06 May 2008,381,Tusquets Editores,Spanish
Breaking The Rules,Suzanne Brockmann,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,15 Feb 2012,560,Random House USA Inc,English
Summer Secrets,Jane Green,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,16 Jun 2016,384,Pan MacMillan,English
Rapture,Jacquelyn Frank,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,08 Sep 2009,354,Kensington Publishing,English
An Engagement in Seattle,Debbie Macomber,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,22 Feb 2011,475,Mira Books,English
Mr Maybe,Jane Green,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,09 Jan 2000,432,Penguin Books Ltd,English
All the Queen's Men,Linda Howard,Contemporary Fiction:Thriller Books:Thrillers:Adventure Books:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Jun 2000,376,SIMON & SCHUSTER,English
The Beach Hut,Veronica Henry,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,22 Jul 2010,400,Orion Publishing Co,English
Witchling,Yasmine Galenorn,Crime:Crime Fiction:Horror:Horror:Fantasy:Fantasy Books:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,23 May 2008,293,Penguin Putnam Inc,English
Waiting on You,Kristan Higgins,Adult & Contemporary Romance:Adult & Contemporary Romance,16 Mar 2015,457,Harlequin,English
Manwhore,Katy Evans,Contemporary Fiction:Thriller Books:Thrillers:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,26 Mar 2015,368,SIMON & SCHUSTER,English
Searching for Someday,Jennifer Probst,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,05 Dec 2013,384,SIMON & SCHUSTER,English
Waiting For Nick,Nora Roberts,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,02 Mar 2012,336,HarperCollins Publishers,English
Burn,Linda Howard,Thriller Books:Thrillers:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,30 Nov 2015,455,Random House USA Inc,English
Lola Carlyle Reveals All,Rachel Gibson,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,11 Jul 2011,374,HarperCollins Publishers Inc,English
Devil's Game,Joanna Wylde,Contemporary Fiction:Adventure Books:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,03 Jun 2014,346,Penguin Putnam Inc,English
Truth or Dare,Lori Foster,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,30 Jan 2006,288,Kensington Publishing,English
Shadow Spell,Nora Roberts,Thriller Books:Thrillers:Horror:Horror:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,04 Apr 2017,319,Berkley Books,English
Ivy Lane,Cathy Bramley,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,01 May 2015,464,Transworld Publishers Ltd,English
The Christmas Stocking and Other Stories,Katie Fforde,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance:Short Story Books,30 Jan 2018,432,Cornerstone,English
The Assistants,Camille Perri,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Dec 2016,288,Transworld Publishers Ltd,English
The Highlander Next Door,Janet Chapman,Contemporary Fiction:Horror:Horror:Science Fiction:Science Fiction:Fantasy:Fantasy Books:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,26 Aug 2014,417,Jove Books,English
Hot in Handcuffs,Shayla Black:Sylvia Day:Shiloh Walker,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,22 Aug 2012,345,Penguin Putnam Inc,English
Seduction by Design,Sandra Brown,Contemporary Fiction:Adventure Books:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,26 Mar 2002,256,Little Brown & Company,English
The Echoes of Love,Hannah Fielding,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,30 Jun 2016,416,London Wall Publishing,English
The Secret of Happy Ever After,Lucy Dillon,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,10 Nov 2011,512,Hodder & Stoughton General Division,English
Shield's Lady : Number 3 in series,Jayne Ann Krentz,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,30 Mar 1999,416,Little Brown & Company,English
Wilder,Christina Dodd,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,07 Aug 2012,448,Penguin Putnam Inc,English
A Girl's Best Friend,Lindsey Kelk,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,05 Nov 2015,400,HarperCollins Publishers,English
Wild Wolf : A Shifters Unbound Novel,Jennifer Ashley,Fantasy:Fantasy Books:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,29 Apr 2014,312,Penguin Putnam Inc,English
One Day at a Time : A Novel,Danielle Steel,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance:Sagas,01 Feb 2010,399,Random House USA Inc,English
Friends and Rivals,Tilly Bagshawe,Adult & Contemporary Romance:Adult & Contemporary Romance,27 Sep 2012,464,HarperCollins Publishers,English
All That Glitters,Vicky Pattison,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,31 May 2016,384,Little Brown Book Group,English
Safe at Last : A Slow Burn Novel,Maya Banks,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,24 Jul 2015,368,HarperCollins Publishers Inc,English
50 Harbor Street,Debbie Macomber,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,19 Mar 2010,300,Mira Books,English
Under Pressure : Built for Love Bonus,Lori Foster,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,24 Jan 2017,475,Harlequin Books,English
Entice Me at Twilight,Shayla Black,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,11 Nov 2010,384,SIMON & SCHUSTER,English
It's The Little Things,Erica James,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,13 May 2011,448,Orion Publishing Co,English
Wyoming Strong,Diana Palmer,Westerns:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,28 Oct 2014,331,Harlequin,English
Mai Tai'd Up,Alice Clayton,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,04 Dec 2014,272,SIMON & SCHUSTER,English
My Big Fat Supernatural Honeymoon,Jim Butcher:Kelley Armstrong,Fantasy:Fantasy Books:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,12 Jan 2008,358,St Martin's Press,English
The Great Christmas Knit Off,Alexandra Brown,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,20 Oct 2014,400,HarperCollins Publishers,English
The Right Time,Danielle Steel,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,07 Sep 2017,336,Pan MacMillan,English
The Hotter You Burn,Gena Showalter,Adult & Contemporary Romance:Adult & Contemporary Romance,28 Jul 2015,416,Harlequin Books,English
